,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,quality
0,-0.7437871675233723,0.8052660815087136,-1.4559483885635782,-0.5415309793182062,-0.3345252188533136,-0.5394362622040614,-0.9781587182686607,0.14672263949364864,-0.7558496306333943,-1.2971363851163116,0
1,-0.5209138962577574,1.7985001374558525,-1.4559483885635782,-0.04791830686229458,0.12934526320095113,0.7874322973956173,-0.9982109195396146,-1.2208375336853903,-0.062351238097112203,-0.9607609478669095,0
2,-0.5209138962577574,1.13634410015776,-1.2512034738852567,-0.25946659505768543,0.0028351317316061345,-0.16033095946129605,-0.9942004792854242,-0.9561484679088035,-0.23572583623118287,-0.9607609478669095,0
3,1.3735089094999708,-1.5122800490346093,1.4104804169329217,-0.5415309793182062,-0.3556102407648711,0.029221691910086618,-0.9741482780144705,-1.3972969108697828,-0.6402665652106811,-0.9607609478669095,1
4,-0.7437871675233723,0.8052660815087136,-1.4559483885635782,-0.5415309793182062,-0.3345252188533136,-0.5394362622040614,-0.9781587182686607,0.14672263949364864,-0.7558496306333943,-1.2971363851163116,0
5,-0.7437871675233723,0.5845474024093499,-1.4559483885635782,-0.6120470753833364,-0.3556102407648711,-0.3498836108326787,-0.9781587182686607,0.14672263949364864,-0.7558496306333943,-1.2971363851163116,0
6,-0.46519557844135334,0.25346938376030337,-1.1488310165460962,-0.7530792675135968,-0.4821203722342158,-0.16033095946129605,-1.0062318000479975,-0.779689090724411,-1.3337649577469628,-1.2971363851163116,0
7,-0.7995054853397764,0.5293677326345088,-1.4559483885635782,-1.0351436517741177,-0.5664604598804458,-0.16033095946129605,-1.0423257623357125,-0.38265549205952687,-1.2759734250356063,-0.7925732292422092,1
8,-0.5209138962577574,0.1431100442106212,-1.3535759312244173,-0.47101488325307594,-0.3977802845879861,-0.728988913575444,-0.9982109195396146,-0.5150000249478223,-0.698058097922038,-1.2130425258039614,1
9,-0.6880688497069687,-0.2983273139881068,0.3867558435413143,2.4201450554172625,-0.4399503284111011,0.029221691910086618,-0.9781587182686607,-0.5591148692439194,0.6311471544391698,-0.37210393268045694,0
10,-1.1338153922381988,0.1431100442106212,-1.0464585592069353,-0.6120470753833364,0.10826024128939364,-0.16033095946129605,-1.0162579006834733,-0.8679187793166072,-0.8714326960561081,-1.4653241037410132,0
11,-0.6880688497069687,-0.2983273139881068,0.3867558435413143,2.4201450554172625,-0.4399503284111011,0.029221691910086618,-0.9781587182686607,-0.5591148692439194,0.6311471544391698,-0.37210393268045694,0
